,title,comments,nanashi,date,timetable,id
121,"
【急募】岸田首相の息子と仲良くなる方法
","こいつと仲良くなって将来甘い汁吸わせて欲しいんやが、どうやったら仲良くなれるか教えてくれや
",名無し,2023/1/27,14:07:02,4m8D
122,"
ワイ、女装にはまる
","メイクしてどんどん上手くなってって、、、止められない
",名無し,2023/1/26,18:19:06,8JpC
123,"
今日はうちのちんぽを葵に挿入れるで
","これが葵のまんこやほないくで
",名無し,2023/1/27,14:17:29,mWas
124,"
NEWスーパーマリオブラザーズとかいう最強暇つぶしゲームwwww
","ミニゲームの顔探すやつ好き
",名無し,2023/1/27,14:02:53,tqCH
125,"
殺されそうなヤクザ「…てめぇの所在組総出で調べ上げて家族、恋人、友人皆殺しにしてやるからな…」
","おんJ民「…家族？…恋人？…友人？なにそれ？（バァン」このシーン熱かったよな
",名無し,2023/1/27,14:00:38,GDCD
126,"
人生の勝ち組「老後は沖縄に住むで」←これ
","金があるのに金を使わない暮らしになりそうな場所を選ぶんやな
",名無し,2023/1/27,13:46:14,1Skw
127,"
チー牛がボザろ見ない理由
","何何
",名無し,2023/1/27,13:07:49,Lma7
128,"
【悲報】若者男性「女の人生がイージーモードすぎて毎日涙が止まりません。僕も女に生まれたかった 」
","25歳男です。僕も女に生まれたかった・・・・・・ 女は普通程度の顔さえあれば若いってだけで男にチヤホヤされて男を選び放題 若い時はチャラいイケメンと遊びまくって適当に勉強してテキトーに大学行って テキトーに就職してそこそこの収入の真面目な男捕まえたら仕事辞めて専業主婦・・・ なにか合っても金に困ったらパパ活・・・・ 本当に女って人生イージーモード過ぎませんか？ https://oshiete.goo.ne.jp/qa/12508179.html
",名無し,2023/1/27,10:39:56,7Wn7
129,"
マクドがガチで高級品になってて草も生えない
","100円マックどこ？
",名無し,2023/1/27,13:37:15,Hpxj
130,"
彡(癶)(癶)おんJアフタヌーンのお嬢様部(o癶ω癶n)★101
","彡(癶)(癶)おんJアフタヌーンのお嬢様部(o癶ω癶n)★あーねんまつですわ前スレわよhttp://hayabusa.open2ch.net/test/read.cgi/livejupiter/1667574718/
",新年ま,2022/12/30,31:53:47,VFYu
131,"
理想の歳の取り方ってアカギだよな
","あんな感じになりたいわ
",名無し,2023/1/27,14:17:20,05Z1
132,"
ワイ、男の娘で情緒不安定怒りのテレビ破壊
","新しく50型買っちゃったらお金無くなって生活できないもよう
",名無し,2023/1/27,14:16:16,5cjZ
133,"
サトシのちんぽ
","さとちんぽ
",名無し,2023/1/27,14:14:17,mWas
134,"
プログラム初心者ワイ、詰んでる
","JavaScript詳しいニキおる？マウス動かせなくて詰んでるWindows APIにアクセスして動かすってのはできるんか？
",名無し,2023/1/27,13:40:12,1ziy
135,"
灘って強いとか言われるけど結局はチー坊の集団やん
","""灘狩り""とかされてそう
",名無し,2023/1/27,14:05:49,N31S
136,"
【速報】「ルフィ」よりもさらに格上の存在がいることが判明
","【報ステ】「キムとルフィから指示」も「さらに上がいる」強盗メンバー語るhttps://news.yahoo.co.jp/articles/e43762efdea592e75c25aa6174940f6412ff2677
",名無し,2023/1/27,13:35:51,18PO
137,"
【悲報】親ガチャは流行るのに子ガチャは何故か流行らないww
","流行らせるべきやろ
",名無し,2023/1/27,11:18:03,ZWCc
138,"
中小零細、派遣勤めのおっさんっていくら貰ってるんや？
","おっさんだと経験買われて給料高いんか？
",名無し,2023/1/27,14:00:24,CLa5
139,"
彡(ﾟ)(ﾟ)「大きいのと小さいのとどっちが見たい？」
","広島県警によると、２６日午後２時１５分ごろ、広島市佐伯区利松１丁目で女子小学生への下半身露出が発生しました。（実行者の特徴：若い男性、１０代位、マッシュ頭、紺色ブレザー紺色ズボン、マスク）■実行者の言動や状況・下校途中の女児に声をかけ、下半身を見せ、さらに声をかけた。・「大きいのと小さいのとどっちが見たい？」・「もういいわ、面白くない」不審者情報センター　2023/01/27https://nordot.app/991547011166928896?c=134733695793120758
",名無し,2023/1/27,13:59:08,T74j
140,"
いまだに現金払いの人にアンケートを取った結果
","いまだに現金払いを続けてる理由は？・お金の管理がしやすい：181人・登録や発行が面倒：84人・その他：50人・セキュリティに不安がある：39人・使いすぎてしまう：39人・現金払いに慣れている：39人・お金を使っている感が薄れるから：34人・キャッシュレス非対応の店が近所に多い：22人・特に理由はない：17人・お金を使った実感が得られる：11人・クレジットカードの後からの支払いが嫌：11人・現金が一番信用できる：11人・災害時にキャッシュレスが非対応になる事を経験した為：11人・紛失が怖い：11https://prtimes.jp/main/html/rd/p/000000004.000069303.html
",名無し,2023/1/27,13:27:31,4sru
141,"
警察「ルフィより“上”がいたのか！」　被害者&市民「こ、怖すぎる...」
","ワイ「ではワッシが出向くとしようかな〜」警察官「コードネームき、黄猿さん！」　部活達「す、凄い！」こういう展開熱いよな🤔
",名無し,2023/1/27,13:51:35,MXwh
142,"
【悲報】ヤフオクにとんでもないものが出品される
","https://page.auctions.yahoo.co.jp/jp/auction/1061910074?cpt_s=onlineads&cpt_m=webdr&cpt_c=webcrt&cpt_n=199_10007_10019_159938&cto_pld=G9iFIuwjAAApATnwiKMdiQ草
",名無し,2023/1/27,14:11:50,3qtu
143,"
お前ら「クレしんは前が見えねぇの頃が全盛期！ブラックジョークが最高！」 ワイ「…」
","ワイ「（ワイひまわり産まれる前後の10～20巻あたりが一番好きなんやけどな…）」
",名無し,2023/1/27,14:13:30,viPr
144,"
スマブラってキャラバランスとキャラ数除いたらDXが一番完成してたよな
","一人プレイも充実してるしフィギュアも種類とか説明文がいいポケモン亜空間とかいう頭のおかしいステージもある
",名無し,2023/1/27,13:54:08,pMAk
145,"
メトロイドや悪魔城チックなインディーゲーム多いけど
","どれが一番面白いんだ
",名無し,2023/1/27,14:09:44,hBHp
146,"
おんJ自分のIDで検索する部
","ちなワイはファッションブランドやった
",名無し,2023/1/27,0:12:02,nAVE
147,"
【悲報】妹、いもうと以外の意味が無い
","いもうと以外の読み方がない
",名無し,2023/1/27,14:15:16,McCV
148,"
搬送の少女にわいせつ行為か…元救急救命士の男逮捕
","「欲望を抑えきれなかった」去年10月、茨城県鹿嶋市の病院で救急搬送されてきた10代の少女に対しわいせつな行為をしたとして、元救急救命士の男が逮捕されました。準強制わいせつの疑いで逮捕されたのは、鹿嶋市内の病院で救急救命士として働いていた佐藤将樹容疑者です。警察によりますと、佐藤容疑者は去年10月、勤務先の病院で救急車で搬送されてきた10代の少女に対し、医療行為を受けると思って抵抗できない状態で、体を触るわいせつな行為をした疑いがもたれています。https://news.livedoor.com/article/detail/23588137/
",名無し,2023/1/27,14:09:27,DhK8
149,"
なんで鉄オタは多いのに車オタは多くないんや？
","普通でんちゃより身近だからオタク多そうじゃない？Ｔｗｉｔｔｅｒとか見ててもでんちゃ大好きな人ばっかりやん
",名無し,2023/1/27,14:07:57,7A7o
150,"
正直MARCHより千葉大神奈川大埼玉大の方が上よな
","煽り抜きで
",名無し,2023/1/27,14:00:44,tseA
151,"
タモリ「続いてはオレ君です」ロックなオレ「うるせえ！！」タモリに掴みかかる
","弘中アナ「オレ君はロンドンでレコーディングをしてたそうです」ロックなオレ「うるせぇ！！」弘中アナを背負投げするロックなオレ「おい！カメラ止めろ！！」
",名無し,2023/1/27,13:56:36,ozYq
152,"
【悲報】非難殺到の“コンビニ置き去り”嫌がらせ動画拡散
","https://news.yahoo.co.jp/articles/7595ca60dfaf2d508c19fd9725d7a9b695894e81?民度低すぎやええんか？
",名無し,2023/1/27,13:54:15,KQj6
153,"
三大・都会では見かけないが田舎ではよく見かける動物
","イノシシシカあと一つは？
",名無し,2023/1/27,13:29:58,OYr2
154,"
ワアのチンポは雄々しくデカイッ❗️⤴️🍌✨🤩👍
","ブルリンッ‼️ビィィィンッッ‼️
",名無し,2023/1/27,13:47:44,N4xc
155,"
ほなちんぽあげるで
","すまんほなちんぽ持ってないから上げられんわ😫
",名無し,2023/1/27,14:19:19,McCV
156,"
もしゾンビだらけの世界になったら
","お前ら生き残れる自信あるの
",名無し,2023/1/27,13:54:04,vqLm
157,"
今日花金やん！
","やったぜ！！
",名無し,2023/1/27,14:17:37,Zu1S
158,"
5000円でギリ買う能力書いてけ
","家の中でスマホをどっかに無くさない能力
",名無し,2023/1/12,22:28:43,P2YO
159,"
ガイジムーブしておまいらからバツポチされる
","そんな夢を見た
",名無し,2023/1/27,14:14:02,sgeZ
160,"
!max10北陸新幹線は抱きしめて寝ます　
","　
",名無し,2023/1/26,23:59:59,FloN
161,"
息子より娘が欲しいんやがどうしたらええんや
","男はもういらんのや女をくれ娘を3人とも男はいやや
",名無し,2023/1/27,14:09:55,3YCn
162,"
こんなに寒いのに天皇はコタツでぬくぬく
","国民は苦しんでます
",名無し,2023/1/27,14:14:22,Hpxj
163,"
HoneyWorksがいつの間にか流行の最先端でなんか感慨深いわ
","ちゅ😘
",名無し,2023/1/27,14:08:36,TDXi
164,"
ルフィ捕まってて草
","死刑はよhttps://news.yahoo.co.jp/articles/20213b2282fa63f287fb42300dbe79769820c50e
",名無し,2023/1/27,14:12:29,iCwm
165,"
NPB「コリジョンルール採用するで〜」ネトウヨ「！！！」ｼｭﾊﾞﾊﾞ
","ネトウヨ「#&¥%○※〒！！！！」これマジなん？
",名無し,2023/1/27,14:13:52,McCV
166,"
生きる意味って何？
","教えてください
",名無し,2023/1/27,14:11:03,gtzv
167,"
ポケモン実況者のＫトって知ってる？
","廃人レベルどれくらい？
",名無し,2023/1/27,14:06:33,zNtS
168,"
主語がデカイ人それぞれVS個別の問題にしたがる人←これ
","なんでいっつも争ってんだろな？
",名無し,2023/1/27,14:07:56,mjCv
169,"
鬼の学歴スレ乱立
","こわい
",名無し,2023/1/27,14:00:56,TVUd
170,"
【悲報】ゆたぼん父、表示回数しかマウント取れるものがない
","https://mobile.twitter.com/yukiya_mind/status/1617866874796007425「別の名前でYouTubeをやってて年収は一千万だ」くらい言えばいいのに
",名無し,2023/1/27,14:11:05,xXBI
171,"
「「私たちは！園子温のファン・友人です！！」」→
","水道橋博士町山智浩茂木健一郎会田誠宮台真司
",名無し,2023/1/27,14:10:31,zo1N
172,"
小島よしお「あの……僕は……えっと……」　ワイ「は？こいつ素人か？」
","小島「あぁ～下手こいた～！」ワイ「これで暗転して終わりかつまんね」ﾃﾞﾃﾞﾃﾞﾝ ﾃﾞﾃﾞﾃﾞﾝ ﾃﾞﾃﾞﾃﾞﾝ ﾃﾞﾃﾞﾃﾞﾝワイ「！？」小島「ｳｨ～ｗｗｗｗﾋｯｗｗｗｗｳｨ～ｗｗｗｗｗｳｨ～ｗｗｗｗ」ワイ「ｵﾋｮｗｗｗｗｱﾖﾖﾖｗｗｗｗｸﾞﾋﾋｗｗｗｗｗ」
",名無し,2023/1/27,14:08:21,coC4
173,"
ニートわい本日のお勤め終わり！🤗
","求人カチカチ検索するの疲れた🥺
",名無し,2023/1/27,14:10:40,0WvX
174,"
最近の小学生「よーし外で遊ぶか」
","外でもゲームって😅
",名無し,2023/1/27,12:56:06,r4L6
175,"
【急募】女の作り方
","もうわかんなくなっちゃった
",名無し,2023/1/27,14:07:51,VrDy
176,"
草→彅→剛　←これ
","やめろや
",名無し,2023/1/27,13:57:17,CBCK
177,"
この春、名古屋大学を卒業する娘に、内定先を聞いた
","この春、名古屋大学を卒業する娘に、内定先を聞いたら、マッキンゼー？という企業だと答えた。私は驚き、激怒した。そんな横文字のチャラチャラした企業に入れるために、県外の大学に行かせたわけではないと。いとこの涼介くんは静岡大学卒県庁勤務であり、比較されることが恥ずかしい。
",名無し,2023/1/27,14:04:08,vvzq
178,"
😉👌コン
","これは性の悪魔だね飲み込んでいい？
",名無し,2023/1/27,14:07:52,3YCn
179,"
くそさむ
","武者震いがとまらぬい
",名無し,2023/1/27,14:07:46,1KhR
180,"
ワイの彼女は○んこが好きらしい
","毎日○んこくってる
",名無し,2023/1/27,14:05:56,McCV
181,"
三大おやつなのに飯になるもの→ハム入りクレープ、お好み鯛焼き
","あと一つは？
",名無し,2023/1/27,14:04:27,SZyy
